meses_antiguedad,FacturaMes,FacturaTotal,missing_count,Genero,Mayor65,Conyuge,PersCargo,Telf_serv,VariasLineas,Seguridad,CopiaSeguridad,Antivirus_disp,Soporte_tecnico,TV_streaming,Peliculas,Fact_sinPapel,Fuga,Int_serv_Fiber optic,Int_serv_No,Contrato_One year,Contrato_Two year,MetodoPago_Credit card (automatic),MetodoPago_Electronic check,MetodoPago_Mailed check
-1.2839296260221134,-0.23827798690643603,-0.9885045427744101,2.388219229890389,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0
0.07239303682617716,-0.3227458021854658,-0.16565242223701687,0.8390711017003093,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1
-1.2428289392691347,-0.36406210531309613,-0.953858603464283,-0.7100770264897706,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1
0.5245005911089407,-0.7528181670601571,-0.1872231698917895,2.388219229890389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1
-1.2067414647838655,0.2030841839023131,-0.9346108594031012,0.8390711017003093,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1,0
-0.9962248187512638,1.17749872828131,-0.6386602015796208,0.8390711017003093,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,1,0,0
-0.4208152042095648,0.18972691351953427,-0.1391480574263321,0.8390711017003093,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0,0,1,0,0
-0.9140234452453068,-1.175232762291812,-0.8681287089389046,0.8390711017003093,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
-0.17421108369169383,1.3508401757269688,0.3460942075091839,0.8390711017003093,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0
1.2232122659095752,-0.28664747829853,0.541624738558292,2.388219229890389,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
-0.7907213849863713,-0.49533038590301276,-0.7417794372913081,-0.7100770264897706,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1
-0.6674193247274358,-0.6168266780489167,-0.8571110347521592,0.8390711017003093,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0
1.0588095188976612,1.2010597017205253,1.5120428968980788,-0.7100770264897706,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,1,0,0
0.6889033381208547,1.3138157888939157,1.2267338079176193,0.8390711017003093,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0
-0.29751314395062933,1.3744011491661847,0.18680253252009374,0.8390711017003093,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,1,0
1.5109170731804247,1.6352547836717883,2.4917088219247314,2.388219229890389,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,1,1,0,0
0.8122053983797901,-1.4815254170016177,-0.549080758242006,-0.7100770264897706,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1
1.5931184466863817,1.7484131242498298,2.264762432752775,0.8390711017003093,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,0
-0.9140234452453068,-0.31862308510889414,-0.7679298206020172,-0.7100770264897706,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0
-1.2839296260221134,-1.4983546837439146,-0.9927965684616161,-0.7100770264897706,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,1
